Account Number (Fishbowl),Customer Name,Address,City,State,Zip,Current Account Type,Assigned Sales Rep,Action Needed
"","WILD SIDE FORT COLLINS-FC2 (CO)","1414 E. Harmony Rd. Unit 3E","Fort Collins","Colorado","80525","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE GAINESVILLE-GV2 (FL)","1029 W. University Ave","Gainesville","Florida","32601","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE GREELEY-GL (CO)","2519 11th Ave. Unit A","Greeley","Colorado","80631","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE ISLA VISTA-IV (CA)","6547 Pardall Rd","Isla Vista","California","93117","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE LANSING-LS (MI)","6527 S Cedar St. Suite A","Lansing","Michigan","48911","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Wild Side Livonia-LV | JNC Management","29227 6 Mile Road","Livonia","Michigan","48152","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE LOVELAND-LL","2245 W. Eisenhower Blvd Unit B4","Loveland","Colorado","80537","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE MESA-MS (AZ)","1728 S. Greenfield Rd. B-104","Mesa","Arizona","85206","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE MOORPARK-MPARK (CA)","888 New Los Angeles Ave. Suite H","Moorpark","California","93021","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE MOUNT PLEASANT-MP (MI)","1218 S Mission St","Mt Pleasant","Michigan","48858","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE NASHUA-NS (NH)","483 Amherst St Suite 5","Nashua","New Hampshire","3063","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE ORLANDO-OL (FL)","4650 N. Alafaya Trail Unit 102","Orlando","Florida","32826","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE PASO ROBLES-PAS (CA)","637 Spring St","Paso Robles","California","93446","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE POOLER-PL (GA)","801 Pooler Parkway Suite 104","Pooler","Georgia","31322","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE PORTLAND-PT (ME)","102 Portland St","Portland","Maine","4101","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE SALEM-SL (OR)","2320 Commercial St. S.E.","Salem","Oregon","97302","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE SAVANNAH-SA (GA)","13015 Abercorn St. Unit E 3A","Savannah","Georgia","31419","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE SIMI VALLEY-SIMI (CA)","1750 E Los Angeles Ave 
Suite D","Simi Valley","California","93065","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE STILLWATER-SW (OK)","211 N. Perkins Rd. Suite 9","Stillwater","Oklahoma","74075","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE TACOMA-TC (WA)","4802 S. Center St., Suite B","Tacoma","Washington","98409","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE TEMPE-TP (AZ)","405 W. University Dr.
Suite 102","Tempe","Arizona","85281","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE THOUSAND OAKS-T.O. (CA)","776 E Thousand Oaks Blvd","Thousand Oaks","California","91362","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE TUCSON-TUC (AZ)","427 N. 4th Ave.","Tucson","Arizona","85705","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE VENTURA-JOHNSON (CA)","2850 Johnson Dr Suite C","Ventura","California","93003","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE VENTURA-MAIN (CA)","608 E Main St","Ventura","California","93001","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","WILD SIDE YPSILANTI-YP (MI)","1082  n. Huron River Drive","Ypsilanti","Michigan","48197","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1653","Wild Wolf Smoke Shop","313 W, Lincoln Hwy","Penndel","Pennsylvania","19047","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1754","WILLIAM DELI & GRILL","61 N 11TH ST
IN STORE","BROOKLYN","New York","11249-1946","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1728","WILLIAMS GRAB N GO CONVENIENCE STORE","364 BEDFORD AVE
IN STORE","BROOKLYN","New York","11249-5513","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1752","WILSONS CORNER STORE","9390 HIGHWAY 9
IN STORE","INMAN","South Carolina","29349-8776","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"741","wiseman wholesale","857 industrial dr","bensenville","Illinois","60106","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"716","World smoke shop","904 OH-28","milford","Ohio","45150","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"304","X Land | Green Vibes LLC","3929 w overland rd","boise","Idaho","83705","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"537","Xhale Smoke Shop","3705 Harlem Rd","Buffalo","New York","14215","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"309","Xvertuz Vapes","1175 US-40
Suite B","Vernal","Utah","84078","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1535","Z Smokes and Vapes","171 N Gibson Rd. Suite 120","Henderson","Nevada","89014","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"759","Zakk's Smokes and Beverages","11840 98th Ave NE suite b","Kirkland","Washington","98033","Wholesale","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"1214","Zee Wholesale","13405 Stark Rd","Livonia","Michigan","48150","Retail","Unassigned","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Metro Smoke","6410 Eastland Rd
Suite A","Brook Park","Ohio","44142","Retail","Zalak Zaveri","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","OHM Food Mart","5838 Hwy 11","Inman","South Carolina","29349","Retail","Zalak Zaveri","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Toro Imports LLC","8403 Westglen Drive","Houston","Texas","77063","Retail","Zalak Zaveri","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","Unitea Kava Lounge","1685 Main St","Dunedin","Florida","34698","Retail","Zalak Zaveri","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
"","World of Smoke & Vape North MIami Beach","3093 NE 163rd St","North Miami Beach","Florida","33160","Retail","Zalak Zaveri","Add this Account Number to Copper ""Account Order ID cf_698467"" field"
