"Customer #","Name","Account Number","Sales Rep","Account Type","Transfer Status","Original Owner","Copper ID"
"777","Warner Wirless Gears LLC","","Jared Leuzinger","Distributor","","Jared","72776400"
"908","Wellspring Corp","","Unassigned","Wholesale","","admin","72776458"
"1569","Wenatchee Natural Foods","","Derek Whitworth","Wholesale","","DerekW","72019887"
"1046","West 11th Smoke Emporium","","Ben Wallner","Wholesale","","BrandonG","74820804"
"1679","West Mifflin Tobacco & Vape","","Derek Whitworth","Wholesale","","DerekW","72636185"
"1962","Westside Vibes | HI","","Brandon Good","Wholesale","","BrandonG",""
"526","Whelan's Smoke Shop - Ray","","Ben Wallner","Wholesale","","DerekW","72776402"
"569","White Cloud","","JaredM","Wholesale","","Sergio","72776403"
"1810","White Cloud Smoke & Vape","","Jared Leuzinger","Wholesale","","Jared","74820895"
"961","Wholesale Express- ED","","Zalak Zaveri","Distributor","","Zalak","72776404"
"1814","WHOLESOME FARMS MARKET","","Derek Whitworth","Wholesale","","ShipStation","74820897"
"519","Wild Craft Labs | Lakewood","","Brandon Good","Wholesale","","Sergio","72776406"
"273","Wild Craft Labs | Portland","","Brandon Good","Wholesale","","Sergio","72196281"
"833","Wild Side - Champaign","","Unassigned","Wholesale","","admin","72775627"
"981","WILD SIDE AMHERST-AM1 (MA)","","admin","Wholesale","","admin","72775534"
"343","WILD SIDE ANN ARBOR-AA2 (MI)","","admin","Wholesale","","admin","72775628"
"1067","WILD SIDE ATHENS-GA (GA)","","admin","Wholesale","","admin","72775629"
"1066","WILD SIDE ATHENS-GA2 (GA)","","Unassigned","Wholesale","","admin","72775630"
"865","WILD SIDE AUBURN-AU (AL)","","Unassigned","Wholesale","","admin","72775631"
"1967","WILD SIDE BALLWIN-BW (MO)","","Unassigned","Wholesale","","admin","74820937"
"856","WILD SIDE BATON ROUGE-BR (LA)","","admin","Wholesale","","admin","72775632"
"946","WILD SIDE BATON ROUGE-BR2 (LA)","","admin","Wholesale","","admin","72775635"
"341","WILD SIDE BIRMINGHAM-BH (MI)","","admin","Wholesale","","admin","72775636"
"974","WILD SIDE BLACKSBURG-BB (VA)","","admin","Wholesale","","admin","72775637"
"866","WILD SIDE BLOOMINGTON-BL (IN)","","admin","Wholesale","","admin","72775638"
"844","WILD SIDE BOULDER-BO (CO)","","admin","Wholesale","","admin","72775639"
"1484","WILD SIDE BURLINGTON (IA)","","admin","Wholesale","","admin","72775779"
"996","WILD SIDE CAMARILLO-CAM (CA)","","admin","Wholesale","","admin","72775640"
"1071","WILD SIDE CHAMPAIGN-CP2 (IL)","","admin","Wholesale","","admin","72775645"
"852","WILD SIDE CHARLESTON-CR (SC)","","admin","Wholesale","","admin","72775646"
"1072","WILD SIDE CLEMSON-CL (SC)","","admin","Wholesale","","admin","72775650"
"983","WILD SIDE COLLEGE STATION-CS (TX)","","admin","Wholesale","","admin","72775654"
"1070","WILD SIDE COLLEGE STATION-CS2 (TX)","","admin","Wholesale","","admin","72775658"
"978","WILD SIDE COLUMBIA-MO (MO)","","admin","Wholesale","","admin","72775660"
"854","WILD SIDE CONWAY-CW (SC)","","Unassigned","Wholesale","","admin","72775661"
"849","WILD SIDE CORVALLIS-CV (OR)","","admin","Wholesale","","admin","72775667"
"984","WILD SIDE EAST LANSING-EL (MI)","","admin","Wholesale","","admin","72775668"
"850","WILD SIDE EUGENE-EG (OR)","","admin","Wholesale","","admin","72775671"
"1069","WILD SIDE FIRESTONE-FRS (CO)","","admin","Wholesale","","admin","72775675"
"1779","WILD SIDE FLAGSTAFF- FS2","","admin","Wholesale","","admin","74820885"
"998","WILD SIDE FLAGSTAFF-FS (AZ)","","admin","Wholesale","","admin","72775676"
"846","WILD SIDE FORT COLLINS-FC (CO)","","admin","Wholesale","","admin","72775677"
"848","WILD SIDE FORT COLLINS-FC2 (CO)","","admin","Wholesale","","admin","72775680"
"986","WILD SIDE GAINESVILLE-GV (FL)","","admin","Wholesale","","admin","72775681"
"1024","WILD SIDE GAINESVILLE-GV2 (FL)","","admin","Wholesale","","admin","72775683"
"853","WILD SIDE GREELEY-GL (CO)","","admin","Wholesale","","admin","72775685"
"1714","WILD SIDE GREELEY-GL2 (CO)","","admin","Wholesale","","admin","74438008"
"340","Wild Side HQ Main","","Unassigned","Wholesale","","admin","72775687"
"1109","WILD SIDE HUMBLE-HU (TX)","","admin","Wholesale","","admin","72775688"
"1963","WILD SIDE INDEPENDENCE-IND (MO)","","Unassigned","Wholesale","","admin",""
"1002","WILD SIDE ISLA VISTA-IV (CA)","","admin","Wholesale","","admin","72775690"
"991","WILD SIDE KALAMAZOO-KZ (MI)","","admin","Wholesale","","admin","72775691"
"1270","WILD SIDE KANSAS CITY-KCK (KS)","","admin","Wholesale","","admin","72775694"
"977","WILD SIDE LANSING-LS (MI)","","admin","Wholesale","","admin","72775695"
"1064","WILD SIDE LAWRENCE-LR (KS)","","admin","Wholesale","","admin","72775696"
"1063","WILD SIDE LAWRENCE-LR2 (KS)","","admin","Wholesale","","admin","72775698"
"1061","WILD SIDE LIVONIA-LV (MI)","","Unassigned","Wholesale","","admin","72775703"
"418","Wild Side Livonia-LV | JNC Management","","admin","Wholesale","","admin","72775707"
"1956","Wild Side Longmont - LM (CO)","","Unassigned","Wholesale","","admin",""
"1659","WILD SIDE LOVELAND-LL","","admin","Wholesale","","admin","72775530"
"863","WILD SIDE MANCHESTER-MC1 (NH)","","admin","Wholesale","","admin","72775710"
"1008","WILD SIDE MESA-MS (AZ)","","admin","Wholesale","","admin","72775712"
"994","WILD SIDE MONROEVILLE-MV (PA)","","admin","Wholesale","","admin","72775713"
"1007","WILD SIDE MOORPARK-MPARK (CA)","","admin","Wholesale","","admin","72775714"
"425","WILD SIDE MOUNT PLEASANT-MP (MI)","","admin","Wholesale","","admin","72775715"
"868","WILD SIDE MUNCIE-MN (IN)","","admin","Wholesale","","admin","72775717"
"987","WILD SIDE NASHUA-NS (NH)","","admin","Wholesale","","admin","72775718"
"1009","WILD SIDE NORMAN-NM (OK)","","Unassigned","Wholesale","","admin","72775719"
"845","WILD SIDE NORTH HAMPTON-HAM (NH)","","admin","Wholesale","","admin","72775720"
"1034","WILD SIDE ORLANDO-OL (FL)","","admin","Wholesale","","admin","72775721"
"1011","WILD SIDE PASO ROBLES-PAS (CA)","","admin","Wholesale","","admin","72775722"
"1143","WILD SIDE PITT-PITT (PA)","","admin","Wholesale","","admin","72775723"
"1056","WILD SIDE POOLER-PL (GA)","","admin","Wholesale","","admin","72775724"
"864","WILD SIDE PORTLAND-PT (ME)","","admin","Wholesale","","admin","72775729"
"851","WILD SIDE SALEM-SL (OR)","","admin","Wholesale","","admin","72775730"
"950","WILD SIDE SAN LUIS OBISPO-SLO (CA)","","admin","Wholesale","","admin","72775731"
"1055","WILD SIDE SAVANNAH-SA (GA)","","admin","Wholesale","","admin","72775733"
"948","WILD SIDE SIMI VALLEY-SIMI (CA)","","admin","Wholesale","","admin","72775734"
"1051","WILD SIDE SPRING-SP","","admin","Wholesale","","admin","72775740"
"1957","Wild Side St Joseph (MO)","","Unassigned","Wholesale","","admin",""
"2024","WILD SIDE ST PETE-STP (FL)","","Unassigned","Wholesale","","admin",""
"1015","WILD SIDE STILLWATER-SW (OK)","","admin","Wholesale","","admin","72775741"
"857","WILD SIDE TACOMA-TC (WA)","","admin","Wholesale","","admin","72775746"
"1018","WILD SIDE TEMPE-TP (AZ)","","admin","Wholesale","","admin","72775750"
"1016","WILD SIDE THOUSAND OAKS-T.O. (CA)","","admin","Wholesale","","admin","72775753"
"1776","WILD SIDE TOPEKA-TK (KS)","","admin","Wholesale","","admin","74820884"
"1019","WILD SIDE TUCSON-TUC (AZ)","","admin","Wholesale","","admin","72775758"
"1003","WILD SIDE VENTURA-JOHNSON (CA)","","admin","Wholesale","","admin","72775760"
"1006","WILD SIDE VENTURA-MAIN (CA)","","admin","Wholesale","","admin","72775762"
"869","WILD SIDE WEST LAFAYETTE-LF (IN)","","admin","Wholesale","","admin","72775763"
"342","WILD SIDE YPSILANTI-YP (MI)","","admin","Wholesale","","admin","72775764"
"1053","WILD SIDE-SALEM-SL","","Unassigned","Wholesale","","admin","72775765"
"1519","WILD SIDE-ST JOSEPH-STJ","","admin","Wholesale","","admin","72775773"
"1050","WILD SIDE-TACOMA-TC","","Unassigned","Wholesale","","admin","72775778"
"1410","Wild Tobacco 2","","Zalak Zaveri","Wholesale","","JSimmons","72776325"
"1095","Wild Wolf Smoke n Vape","","Derek Whitworth","Wholesale","","Jared","72776326"
"1653","Wild Wolf Smoke Shop","","Derek Whitworth","Wholesale","","Jared","72395763"
"627","Wilfred Deorsey","","Unassigned","Retail","","ShipStation","74820997"
"1754","WILLIAM DELI & GRILL","","ShipStation","Wholesale","","ShipStation","74438052"
"1728","WILLIAMS GRAB N GO CONVENIENCE STORE","","ShipStation","Wholesale","","ShipStation","74438022"
"122","Williams Trading","","Zalak Zaveri","Wholesale","","mattPeters","72776445"
"956","Willits Smoke Shop | Willits","","Brandon Good","Wholesale","","BrandonG","72776327"
"1752","WILSONS CORNER STORE","","Unassigned","Wholesale","","Unassigned","74438050"
"1800","WINTERS WINE & LIQUOR","","Ben Wallner","Wholesale","","BenW","73043426"
"741","Wiseman Wholesale","","Unassigned","Distributor","","Sergio","71725232"
"486","Wonderland Gardens","","Zalak Zaveri","Wholesale","","admin","72776447"
"1076","Woodland Distributors","","Ben Wallner","Distributor","","BenW","72196375"
"398","Woodland Liquor & Tobacco","","Ben Wallner","Wholesale","","Tates","72776448"
"261","Woodland Smoke Shop","","Ben Wallner","Wholesale","","Jared","72776449"
"1720","World of Smoke & Vape North MIami Beach","","Zalak Zaveri","Wholesale","","Zalak","74438013"
"236","World of Vape","","Unassigned","Wholesale","","Sergio","72776450"
"716","World smoke shop","","Unassigned","Wholesale","","Sergio","72196350"
"386","X Land","","Shane-Inactive","Wholesale","","Shane-Inactive","72776451"
"304","X Land | Green Vibes LLC","","Sergio","Wholesale","","Sergio","72196283"
"326","X-Land | Corner Market 4 U INC. (Utah)","","Brandon Good","Wholesale","","Sergio","72776452"
"537","Xhale Smoke Shop","","Derek Whitworth","Wholesale","","DerekW","70961237"
"309","Xvertuz Vapes","","Brandon Good","Wholesale","","Jared","72368413"
"549","Yum Yum Smoke & Gifts","","JaredM","Wholesale","","Unassigned","72776453"
"929","Z Mart #3","","Jared Leuzinger","Wholesale","","Jared","72775800"
"873","Z Mart #8","","Jared Leuzinger","Wholesale","","Jared","72775808"
"430","Z Smoke","","Unassigned","Wholesale","","Jared","72776455"
"1535","Z Smokes and Vapes","","JaredM","Wholesale","","Sergio","72196414"
"197","Zai/Kat","","JaredM","Wholesale","","Sergio","72776457"
"759","ZAKK'S SMOKES AND BEVERAGES","","Ben Wallner","Wholesale","","DerekW","70961248"
"1178","Zanies | Spokane","","Ben Wallner","Wholesale","","BrandonG","72776329"
"1214","Zee Wholesale","","Derek Whitworth","Distributor","","DerekW","74820847"
"1635","Zelienople Tobacco & Vape","","Derek Whitworth","Wholesale","","DerekW","72285510"
"581","Ziggy's","","Unassigned","Retail","","ShipStation","74820950"
"282","ZMB- Customer","","Unassigned","Wholesale","","admin","72776460"
